ADAL	ADAL	0
ADAL	ADAR	0
ADAL	ADEL	22
ADAL	ADER	0
ADAL	ADFL	0
ADAL	ADFR	0
ADAL	ADLL	0
ADAL	ADLR	0
ADAL	AFDL	0
ADAL	AFDR	0
ADAL	AIAL	0
ADAL	AIAR	0
ADAL	AIBL	0
ADAL	AIBR	0
ADAL	AIML	0
ADAL	AIMR	0
ADAL	AINL	0
ADAL	AINR	0
ADAL	AIYL	0
ADAL	AIYR	0
ADAL	AIZL	0
ADAL	AIZR	0
ADAL	ALA	0
ADAL	AQR	0
ADAL	AS1	-12
ADAL	ASEL	0
ADAL	ASER	0
ADAL	ASGL	0
ADAL	ASGR	0
ADAL	ASHL	0
ADAL	ASHR	0
ADAL	ASIL	0
ADAL	ASIR	0
ADAL	ASJL	0
ADAL	ASJR	0
ADAL	ASKL	0
ADAL	ASKR	0
ADAL	AUAL	0
ADAL	AUAR	0
ADAL	AVAL	0
ADAL	AVAR	0
ADAL	AVBL	0
ADAL	AVBR	0
ADAL	AVDL	0
ADAL	AVDR	0
ADAL	AVEL	0
ADAL	AVER	0
ADAL	AVFL	0
ADAL	AVFR	0
ADAL	AVG	0
ADAL	AVHL	0
ADAL	AVHR	0
ADAL	AVJL	0
ADAL	AVJR	0
ADAL	AVKL	0
ADAL	AVKR	0
ADAL	AVL	0
ADAL	AWAL	0
ADAL	AWAR	0
ADAL	AWBL	0
ADAL	AWBR	0
ADAL	AWCL	0
ADAL	AWCR	0
ADAL	BAGL	0
ADAL	BAGR	0
ADAL	CEPDL	0
ADAL	CEPDR	0
ADAL	CEPVL	0
ADAL	CEPVR	0
ADAL	DA1	0
ADAL	DB1	0
ADAL	DB2	0
ADAL	DD1	0
ADAL	FLPL	0
ADAL	FLPR	0
ADAL	I1L	0
ADAL	I1R	0
ADAL	I2L	0
ADAL	I2R	0
ADAL	I3	0
ADAL	I4	0
ADAL	I5	0
ADAL	I6	0
ADAL	IL1DL	0
ADAL	IL1DR	0
ADAL	IL1L	0
ADAL	IL1R	0
ADAL	IL1VL	0
ADAL	IL1VR	0
ADAL	IL2DL	0
ADAL	IL2DR	0
ADAL	IL2L	0
ADAL	IL2R	0
ADAL	IL2VL	0
ADAL	IL2VR	0
ADAL	M1	0
ADAL	M2L	0
ADAL	M2R	48
ADAL	M3L	0
ADAL	M3R	0
ADAL	M4	0
ADAL	M5	0
ADAL	MCL	0
ADAL	MCR	0
ADAL	MI	0
ADAL	NSML	0
ADAL	NSMR	0
ADAL	OLLL	0
ADAL	OLLR	0
ADAL	OLQDL	0
ADAL	OLQDR	0
ADAL	OLQVL	0
ADAL	OLQVR	0
ADAL	RIAL	0
ADAL	RIAR	0
ADAL	RIBL	0
ADAL	RIBR	0
ADAL	RICL	0
ADAL	RICR	0
ADAL	RID	0
ADAL	RIFL	0
ADAL	RIFR	0
ADAL	RIGL	0
ADAL	RIGR	0
ADAL	RIH	0
ADAL	RIML	0
ADAL	RIMR	0
ADAL	RIPL	0
ADAL	RIPR	0
ADAL	RIR	0
ADAL	RIS	0
ADAL	RIVL	0
ADAL	RIVR	0
ADAL	RMDDL	0
ADAL	RMDDR	0
ADAL	RMDL	0
ADAL	RMDR	0
ADAL	RMDVL	0
ADAL	RMDVR	0
ADAL	RMED	0
ADAL	RMEL	0
ADAL	RMER	0
ADAL	RMEV	0
ADAL	RMFL	0
ADAL	RMFR	0
ADAL	RMGL	0
ADAL	RMGR	0
ADAL	RMHL	0
ADAL	SAADL	0
ADAL	SAADR	0
ADAL	SAAVL	0
ADAL	SAAVR	0
ADAL	SABD	0
ADAL	SABVL	0
ADAL	SABVR	0
ADAL	SIADL	0
ADAL	SIADR	0
ADAL	SIAVL	0
ADAL	SIAVR	0
ADAL	SIBDL	0
ADAL	SIBDR	0
ADAL	SIBVL	0
ADAL	SIBVR	0
ADAL	SMBDL	0
ADAL	SMBDR	-10
ADAL	SMBVL	0
ADAL	SMBVR	0
ADAL	SMDDL	0
ADAL	SMDDR	0
ADAL	SMDVL	0
ADAL	SMDVR	0
ADAL	URADL	0
ADAL	URADR	0
ADAL	URAVL	0
ADAL	URAVR	0
ADAL	URBL	0
ADAL	URBR	0
ADAL	URXL	0
ADAL	URXR	0
ADAL	URYDL	0
ADAL	URYDR	0
ADAL	URYVL	0
ADAL	URYVR	0
ADAL	VA1	0
ADAL	VB1	0
ADAL	VB2	0
ADAL	VD1	0
ADAL	VD2	0
ADAR	ADAL	0
ADAR	ADAR	0
ADAR	ADEL	0
ADAR	ADER	0
ADAR	ADFL	0
ADAR	ADFR	0
ADAR	ADLL	0
ADAR	ADLR	0
ADAR	AFDL	0
ADAR	AFDR	0
ADAR	AIAL	0
ADAR	AIAR	0
ADAR	AIBL	0
ADAR	AIBR	0
ADAR	AIML	0
ADAR	AIMR	0
ADAR	AINL	0
ADAR	AINR	0
ADAR	AIYL	0
ADAR	AIYR	0
ADAR	AIZL	0
ADAR	AIZR	0
ADAR	ALA	0
ADAR	AQR	0
ADAR	AS1	0
ADAR	ASEL	0
ADAR	ASER	0
ADAR	ASGL	0
ADAR	ASGR	0
ADAR	ASHL	0
ADAR	ASHR	0
ADAR	ASIL	0
ADAR	ASIR	0
ADAR	ASJL	0
ADAR	ASJR	0
ADAR	ASKL	0
ADAR	ASKR	0
ADAR	AUAL	0
ADAR	AUAR	0
ADAR	AVAL	0
ADAR	AVAR	0
ADAR	AVBL	0
ADAR	AVBR	0
ADAR	AVDL	0
ADAR	AVDR	0
ADAR	AVEL	0
ADAR	AVER	0
ADAR	AVFL	0
ADAR	AVFR	0
ADAR	AVG	0
ADAR	AVHL	0
ADAR	AVHR	0
ADAR	AVJL	0
ADAR	AVJR	0
ADAR	AVKL	0
ADAR	AVKR	0
ADAR	AVL	0
ADAR	AWAL	0
ADAR	AWAR	0
ADAR	AWBL	0
ADAR	AWBR	0
ADAR	AWCL	0
ADAR	AWCR	0
ADAR	BAGL	0
ADAR	BAGR	0
ADAR	CEPDL	0
ADAR	CEPDR	0
ADAR	CEPVL	0
ADAR	CEPVR	0
ADAR	DA1	0
ADAR	DB1	0
ADAR	DB2	0
ADAR	DD1	0
ADAR	FLPL	0
ADAR	FLPR	0
ADAR	I1L	0
ADAR	I1R	0
ADAR	I2L	0
ADAR	I2R	0
ADAR	I3	0
ADAR	I4	0
ADAR	I5	0
ADAR	I6	0
ADAR	IL1DL	0
ADAR	IL1DR	0
ADAR	IL1L	0
ADAR	IL1R	0
ADAR	IL1VL	0
ADAR	IL1VR	0
ADAR	IL2DL	0
ADAR	IL2DR	0
ADAR	IL2L	0
ADAR	IL2R	0
ADAR	IL2VL	0
ADAR	IL2VR	0
ADAR	M1	0
ADAR	M2L	0
ADAR	M2R	0
ADAR	M3L	0
ADAR	M3R	0
ADAR	M4	0
ADAR	M5	0
ADAR	MCL	0
ADAR	MCR	0
ADAR	MI	0
ADAR	NSML	0
ADAR	NSMR	0
ADAR	OLLL	0
ADAR	OLLR	0
ADAR	OLQDL	0
ADAR	OLQDR	0
ADAR	OLQVL	0
ADAR	OLQVR	0
ADAR	RIAL	0
ADAR	RIAR	0
ADAR	RIBL	0
ADAR	RIBR	0
ADAR	RICL	0
ADAR	RICR	0
ADAR	RID	0
ADAR	RIFL	0
ADAR	RIFR	0
ADAR	RIGL	0
ADAR	RIGR	0
ADAR	RIH	0
ADAR	RIML	0
ADAR	RIMR	0
ADAR	RIPL	0
ADAR	RIPR	0
ADAR	RIR	0
ADAR	RIS	0
ADAR	RIVL	0
ADAR	RIVR	0
ADAR	RMDDL	0
ADAR	RMDDR	0
ADAR	RMDL	0
ADAR	RMDR	0
ADAR	RMDVL	0
ADAR	RMDVR	0
ADAR	RMED	0
ADAR	RMEL	0
ADAR	RMER	0
ADAR	RMEV	0
ADAR	RMFL	0
ADAR	RMFR	0
ADAR	RMGL	0
ADAR	RMGR	0
ADAR	RMHL	0
ADAR	SAADL	0
ADAR	SAADR	0
ADAR	SAAVL	0
ADAR	SAAVR	0
ADAR	SABD	0
ADAR	SABVL	0
ADAR	SABVR	0
ADAR	SIADL	0
ADAR	SIADR	0
ADAR	SIAVL	0
ADAR	SIAVR	0
ADAR	SIBDL	0
ADAR	SIBDR	0
ADAR	SIBVL	0
ADAR	SIBVR	0
ADAR	SMBDL	0
ADAR	SMBDR	0
ADAR	SMBVL	0
ADAR	SMBVR	0
ADAR	SMDDL	11
ADAR	SMDDR	0
ADAR	SMDVL	0
ADAR	SMDVR	0
ADAR	URADL	0
ADAR	URADR	0
ADAR	URAVL	0
ADAR	URAVR	0
ADAR	URBL	0
ADAR	URBR	0
ADAR	URXL	0
ADAR	URXR	0
ADAR	URYDL	0
ADAR	URYDR	0
ADAR	URYVL	0
ADAR	URYVR	0
ADAR	VA1	0
ADAR	VB1	0
ADAR	VB2	0
ADAR	VD1	0
ADAR	VD2	0
ADEL	ADAL	0
ADEL	ADAR	0
ADEL	ADEL	0
ADEL	ADER	0
ADEL	ADFL	0
ADEL	ADFR	0
ADEL	ADLL	0
